featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_3020,509.5,614.74,529.04,661.2,887.23,843.92
gene-CDR20291_3021,1871.32,1809.82,1827.78,2695.8,3616.74,3153.66
gene-CDR20291_3022,98.79,125.87,125.2,273.04,370.64,339.74
gene-CDR20291_3023,571.61,730.65,789.85,2017.8,2811.22,2492.85
gene-CDR20291_3024,1853.04,2247.1,2025.46,3773.75,3559.41,3128.48
gene-CDR20291_3025,176.46,231.31,225.71,874.04,990.05,869.98
gene-CDR20291_3026,155728.62,143893.3,173699.11,192314.09,220794.19,195825.31
gene-CDR20291_3027,160819.48,161599.45,182434.55,151155.66,190167.28,174032.77
gene-CDR20291_3028,39182.01,37287.3,45388.33,41417.84,46233.25,44209.96
gene-CDR20291_3029,52510.84,47465.75,57387.45,54123.84,56921.32,53222.59
gene-CDR20291_3030,340809.97,355389.97,376289.5,271277.78,356156.72,316480.62
gene-CDR20291_3031,59963.93,63663.67,65568.95,91422.73,96349.42,89179.39
gene-CDR20291_3032,1361.87,1240.12,1609.72,2572.38,3470.06,3149.05
gene-CDR20291_3033,396.06,385.71,426.25,1241.54,1400.37,1321.86
gene-CDR20291_3034,257.52,285.78,307.93,696.39,769.25,746.35
gene-CDR20291_3035,383.67,427.22,446.33,893.41,909.57,848.11
gene-CDR20291_3036,395.58,387.21,419.18,1070.17,1218.85,1050.49
gene-CDR20291_3037,388.89,400.1,498.94,1013.37,1146.12,1010.5
gene-CDR20291_3038,888.49,909.63,1081.57,1684.29,1899.03,1688.78
gene-CDR20291_3039,976.25,1114.41,1096.37,1360.65,1637.23,1464.49
gene-CDR20291_3040,497.33,515.26,571.11,671.63,918.38,864.2
gene-CDR20291_3041,623.97,636.39,747.7,700.56,896.95,821.85
gene-CDR20291_3042,563.3,668.01,771.55,986.43,1314.23,1155.37
gene-CDR20291_3043,1351.7,1479.74,1556.63,1645.86,2183.55,1902.47
gene-CDR20291_3044,249.99,270.73,280.75,305.62,423.55,367.55
gene-CDR20291_3045,1301.05,1256.1,1382.53,1931.54,2399.33,2208.81
gene-CDR20291_3046,981.06,1003.61,1064.65,1459.93,1694.56,1550.27
gene-CDR20291_3047,2341.98,2484.69,2660.94,3898.91,4526.89,4267.39
gene-CDR20291_3048,2075.47,2107.45,2682.4,3255.48,4710.55,4024.55
gene-CDR20291_3049,196.2,256.74,239.12,269.64,334.76,315.24
gene-CDR20291_3050,581.59,675.81,737.14,527.61,760.55,679.69
gene-CDR20291_3051,314.84,403.32,436.93,495.02,633.31,624.27
gene-CDR20291_3052,445.24,480.53,491.85,597.8,807,711.77
gene-CDR20291_3053,33.99,44.31,41.85,61.45,85.59,96.01
gene-CDR20291_3054,452.21,512.36,503.75,678.22,853.34,759.96
gene-CDR20291_3055,1041.74,1143.53,1200.49,1497.14,1778.65,1592.43
gene-CDR20291_3056,495.73,503.9,582.34,709.92,849.19,776.06
gene-CDR20291_3057,519.57,576.26,634.33,687.38,909.03,768.46
gene-CDR20291_3058,344.41,416.38,425.82,768.62,1051.23,968.44
gene-CDR20291_3059,36.86,65.54,57.24,105.72,135.47,130.11
gene-CDR20291_3060,25,28.1,37.16,58.6,74.87,67.91
gene-CDR20291_3061,19.85,29.32,17.21,46.24,53.98,67.23
gene-CDR20291_3062,331.88,356.41,407.01,425.11,497.75,424.99
gene-CDR20291_3063,294.64,316.64,279.76,518.02,464.78,421.44
gene-CDR20291_3064,1593.35,1867.37,1856.21,858.16,1371,1159.03
gene-CDR20291_3065,335.08,371.56,346.05,727.17,968.3,846.04
gene-CDR20291_3066,970.33,1005.51,1048.23,1817.36,2230.87,2044.22
gene-CDR20291_3067,320.39,361.29,369.95,1129.38,1309.21,1184.99
gene-CDR20291_3068,189.22,179.63,196.07,221.69,317.88,311.86
gene-CDR20291_3069,163.24,184.09,210.43,319.14,320.51,336.46
gene-CDR20291_3070,448.84,444.59,450.56,549.58,711.79,621.98
gene-CDR20291_3071,418.89,416.57,445.2,406.36,598.9,537.22
gene-CDR20291_3072,251.37,261.14,239.18,193.61,302.96,244.84
gene-CDR20291_3073,76.58,76.7,91.75,83.75,107.02,118.2
gene-CDR20291_3074,1599.69,1874.83,1863,2033.56,2409.46,2178.59
gene-CDR20291_3075,4108.75,4818.98,4604.14,4917.8,5250.62,4851.59
gene-CDR20291_3076,286.29,331.87,303.05,291.3,313.19,329.71
gene-CDR20291_3077,3197.84,3388.47,2779.69,1108.62,1459.47,1258.56
gene-CDR20291_3078,3868.52,3939,4098.63,13440.47,14441.81,13468.59
gene-CDR20291_3079,1567.49,1536.88,1739.19,6682.82,7795.19,7365.7
gene-CDR20291_3080,52.24,58.25,67.26,130.37,169.49,140.11
gene-CDR20291_3081,5558.52,5319.34,5567.87,6284.22,7924.02,7253.79
gene-CDR20291_3082,3543.26,3686.89,4354.12,9041.58,11323.02,10317.21
gene-CDR20291_3083,1443.58,1459.32,1571.54,2638.78,3279.32,3087.4
gene-CDR20291_3084,14703.31,16136.84,15941.53,19051.29,22143.78,19968.8
gene-CDR20291_3085,22443.23,24540.04,24626.07,26777.97,33377.36,29828.63
gene-CDR20291_3086,20935.43,23221.77,22728.77,25108.75,32034.65,28546.28
gene-CDR20291_3087,16236.52,15956.07,17179.71,20703.26,22951.78,20325.63
gene-CDR20291_3088,6540.07,6410.93,6731.78,8505.4,12259.9,11293.01
gene-CDR20291_3089,788.32,861.43,921.54,1167.25,1903.15,1548.81
gene-CDR20291_3090,358.3,456.07,450.44,962.21,1078.04,926.28
gene-CDR20291_3091,137.46,178.46,221.54,730.71,889.14,786.02
gene-CDR20291_3092,11929.78,12323.04,16513.75,34178.36,51288.52,41273.38
gene-CDR20291_3093,1494.05,1452.73,1506.2,1113.2,1747.17,1477.88
gene-CDR20291_3094,559.91,580.53,530.88,201.28,246.44,226
gene-CDR20291_3095,80.41,64.89,89.4,65.27,82.41,67.84
gene-CDR20291_3096,36792.29,38061.62,50836.3,21922.56,30396.99,27203.9
gene-CDR20291_3097,113697.32,118498.77,133421.91,49084.04,63202.77,58243.46
gene-CDR20291_3098,57560.59,59543.78,61593.47,18789.02,22196.32,20613.4
gene-CDR20291_3099,27158.56,24440.78,27560.84,9129.81,9752.11,9199.92
gene-CDR20291_3100,61131.36,62538.07,66599.6,20984.11,23453.01,22086.55
gene-CDR20291_3101,193287.42,204366.55,211530.98,61597.93,74938.59,71218.37
gene-CDR20291_3102,40235.13,40499.84,42927.9,12220.75,14608.94,13573.94
gene-CDR20291_3103,284198.97,293937.56,301448.22,96154.11,108287.24,100744.9
gene-CDR20291_3104,3311.51,3459.9,3718.26,2771.42,4027.12,3718.54
gene-CDR20291_3105,53267.59,57912.93,73857.1,35960.48,47571.98,41455.23
gene-CDR20291_3106,296.71,315.13,372.35,456.74,588.28,530.67
gene-CDR20291_3107,89.4,99.69,98.64,52.92,59.28,57.29
gene-CDR20291_3108,9315.77,10966.44,9812.79,5041.09,7303.75,6011.72
gene-CDR20291_3109,251.17,395.82,371.27,350.65,463.95,464.72
gene-CDR20291_3110,868.96,965.93,974.77,1714.45,2181.86,1966.18
gene-CDR20291_3111,1315.43,1553.51,1991.43,3291.97,4944.16,4379.08
gene-CDR20291_3112,1452.41,1781.55,1857.88,2132.06,2792.1,2553.21
gene-CDR20291_3113,2236.02,2461.06,2423.77,2227.32,2952.94,2552.8
gene-CDR20291_3114,10000.28,10096.39,11226.82,8667.97,10374.1,9277.38
gene-CDR20291_3115,33.53,31.45,36.1,57.67,101.04,78.11
gene-CDR20291_3116,99.98,102.51,95.28,147.68,213.73,151.73
gene-CDR20291_3117,434.95,407.49,436.13,321.14,343.62,340.12
gene-CDR20291_3118,184.66,231.88,290.63,903.98,676.64,657.48
gene-CDR20291_3119,358.81,448.87,534.46,1141.19,1092.33,1021.65
gene-CDR20291_3120,273.7,329.92,404.34,791.14,761.52,597.02
gene-CDR20291_3121,268.04,283.5,364.53,574.4,634.46,511.56
gene-CDR20291_3122,96,91.51,89.63,151.14,238.79,211.25
gene-CDR20291_3123,46.93,38.01,48.01,131.8,170.81,153
gene-CDR20291_3124,482.48,532.65,583.94,1360.55,1841.1,1698.29
gene-CDR20291_3125,488.72,473.15,516.14,1137.7,1556.14,1346.66
gene-CDR20291_3126,663.8,774.63,944.39,1875.31,2501.78,2330.41
gene-CDR20291_3127,2339.98,2595.69,2924.36,6365.94,7986.72,7436.6
gene-CDR20291_3128,815.23,835.89,963.73,2529.11,2745.72,2522.47
gene-CDR20291_3129,2862.9,2980.74,3287.89,6679.55,7547.21,6859.61
gene-CDR20291_3130,5238.14,5298.14,5961.05,10058.41,11698.54,10942.78
gene-CDR20291_3131,492.1,571.75,554.89,1548.43,1863.05,1746.41
gene-CDR20291_3132,1031.37,1177.61,1280.15,1470.28,2164.76,1950.52
gene-CDR20291_3133,439.99,478.67,496.11,643.53,825.41,754.11
gene-CDR20291_3134,2038.26,2363.38,2563.39,2667.79,2910.99,2695.23
gene-CDR20291_3135,18926.7,20219.17,23232.62,23468.52,28458.57,24761.37
gene-CDR20291_3136,2642.61,2642.16,3206.77,1917.45,2412.57,2095.02
gene-CDR20291_3137,2195.35,2143.43,2544.2,1734.05,2364.02,2045.48
gene-CDR20291_3138,1492.05,1549.13,1780.11,1326.83,1872.68,1717.35
gene-CDR20291_3139,315.4,333.38,414.11,314.35,424.22,424.17
gene-CDR20291_3140,541.68,553.02,664.46,431,583.44,473.83
gene-CDR20291_3141,183.55,244.11,262.01,377.24,505.4,467.81
gene-CDR20291_3142,1954.78,1795.97,1954.12,1519.19,1784.31,1668.06
gene-CDR20291_3143,30328.4,28875.24,32954.84,25761.7,32004.14,29810.04
gene-CDR20291_3144,3981.81,3627.65,4224.14,3342.75,3768.63,3583.23
gene-CDR20291_3145,267498.06,255622.86,312526.97,996.99,1232.11,1391
gene-CDR20291_3146,33929.24,33997.55,38242.94,24691.38,32634.69,29308.41
gene-CDR20291_3147,2224.74,2281.59,3167.14,6190.88,7538.61,6432.06
gene-CDR20291_3148,1052.38,1118.12,1142.84,1958.95,2239.87,1958.86
gene-CDR20291_3149,276.47,250.9,319.93,306.31,413.64,391.2
gene-CDR20291_3150,1063.29,1152.04,1330.89,1289.71,1822.34,1659.83
gene-CDR20291_3151,1890.51,2253.96,2477.31,4378.53,5300.55,4833.13
gene-CDR20291_3152,28.01,26.05,45.58,32.44,31.33,42.13
gene-CDR20291_3153,41.67,50,65.1,30.85,42.05,41.23
gene-CDR20291_3154,29.74,37.44,58.83,21.14,43.19,48.24
gene-CDR20291_3155,17.31,21.5,20.2,40.72,53.66,43.06
gene-CDR20291_3156,55.31,70.3,76,93.32,115.11,119.01
gene-CDR20291_3157,406.1,420.34,486.46,383.81,467.34,400.89
gene-CDR20291_3158,314.42,317.51,325.39,149.46,195.97,197.31
gene-CDR20291_3159,254.4,245.28,299.46,601.54,711.88,651.75
gene-CDR20291_3160,753.96,821.82,874.18,1601.49,2140.32,1885.64
gene-CDR20291_3161,8168.9,8348.99,9386.05,8145.2,9878.29,8754.98
gene-CDR20291_3162,34308.54,34764.19,36862.5,30105.82,34153.48,30038.3
gene-CDR20291_3163,6540.57,7465.22,7342.54,4619.11,6767.33,5977.36
gene-CDR20291_3164,6323.92,7322.87,7329.74,5203.49,7681.48,6767.69
gene-CDR20291_3165,135087.47,135157.42,133104.5,93849.39,107813.83,95613.24
gene-CDR20291_3166,38224,36468.3,37165.75,28228.59,29581.23,27267.07
gene-CDR20291_3167,106446.37,111075.21,114099.03,77241.6,88944.87,79123.21
gene-CDR20291_3168,30838.07,33995.93,32916.26,21076.43,26127.77,22988.79
gene-CDR20291_3169,29131.88,29191.27,29321.88,24226.88,24989.43,21628.39
gene-CDR20291_3170,2419.76,2537.34,2759.43,3023.91,3683.63,3394.92
gene-CDR20291_3171,11073.43,10440.01,9651.56,6880.72,8400.47,7086.1
gene-CDR20291_3172,4849.56,5216.34,4849.77,2102.91,3225.23,2786.91
gene-CDR20291_3173,254.88,284.29,320.03,534.64,664.31,556.02
gene-CDR20291_3174,1738.96,1747.85,2017.19,3640.27,4490.97,4001.49
gene-CDR20291_3175,4531.33,4570.72,5336.26,8230.81,9835.03,9061.67
gene-CDR20291_3176,1195.07,1255.56,1451.15,2494.52,2937.13,2685.24
gene-CDR20291_3177,95.62,90.93,129.1,255.6,242.17,227.95
gene-CDR20291_3178,820.07,869.82,1017.12,1507.34,1815.6,1761.86
gene-CDR20291_3179,3540.36,3563.32,4010.78,7850.37,9236.17,8457.21
gene-CDR20291_3180,2655.1,2752.78,2794.98,2811.93,3858.8,3364.33
gene-CDR20291_3181,185.46,219.1,189.46,343.66,441.35,343.22
gene-CDR20291_3182,60.06,83.02,79.93,158.34,189.91,182.59
gene-CDR20291_3183,501.9,596.26,580.03,906.77,1047.96,954.72
gene-CDR20291_3184,69.51,120.75,113.34,22.55,101.91,91.96
gene-CDR20291_3185,156.44,194.72,166.28,319.83,561.11,540.24
gene-CDR20291_3186,56.66,81.43,81.69,129.12,224.11,228.92
gene-CDR20291_3187,12.29,16.8,16.25,15.99,35.22,46.79
gene-CDR20291_3187A,505.38,562.64,468.45,733.39,909.74,762.64
gene-CDR20291_3188,181.17,236.43,224.49,234.67,260.62,258.07
gene-CDR20291_3189,116.99,168.62,159.98,132.38,174.69,180.57
gene-CDR20291_3190,226.05,223.69,182.38,55.87,109.13,85.03
gene-CDR20291_3191,74.76,71.65,110.77,107.65,95.28,87.41
gene-CDR20291_3192,581.74,557.33,695.83,486.68,752.8,659.12
gene-CDR20291_3193,1666.81,1849.02,1712.77,2264.61,2538.37,2048.61
gene-CDR20291_3194,99.32,107.81,101.3,168.64,160.21,135.75
gene-CDR20291_3195,695.28,702.28,696.57,615.26,841.08,698.22
gene-CDR20291_3196,488.39,517.21,554.2,351.34,492.71,441.66
gene-CDR20291_3197,320.7,346.92,358.71,232.26,310.23,259.24
gene-CDR20291_3198,134.93,147.71,170.67,162.66,271.43,254.78
gene-CDR20291_3199,3977.49,4315.14,4315.5,5356.3,7013.1,6027.65
gene-CDR20291_3200,2197.88,2354.25,2328.84,3892.18,4998.22,4571.87
gene-CDR20291_3201,2902.65,3270.31,3281.04,5431.41,8287.2,7537.84
gene-CDR20291_3203,656.1,707.32,682.58,962.66,1220.75,1075.59
gene-CDR20291_3204,224.34,235.39,217.74,401.72,480.08,448.97
gene-CDR20291_3205,358.44,363.27,449.78,686.29,877.89,852.71
gene-CDR20291_3206,140.68,164.69,189.88,278.02,315.86,325.51
gene-CDR20291_3207,67.17,85.19,100.69,171.78,200.98,197.09
gene-CDR20291_3208,98.93,116.56,123.41,216.43,238.79,222.98
gene-CDR20291_3209,1009.4,1226.6,1186.57,1139.46,1671.47,1478.79
gene-CDR20291_3210,88.26,98.82,86.37,186.83,284.32,230.52
gene-CDR20291_3211,60.43,46.96,58.6,94.6,86.61,91.03
gene-CDR20291_3212,545.92,599.49,532.52,412.64,505.7,467.08
gene-CDR20291_3213,137.97,125.22,133.85,117.94,140.09,113.35
gene-CDR20291_3214,34.94,33.83,42.73,51.25,101.36,95.6
gene-CDR20291_3215,1151.69,1196.9,1436.63,2144.33,2654.62,2346.76
gene-CDR20291_3216,96179.12,99537.58,116905.29,94542.99,112832.98,100820.2
gene-CDR20291_3217,20827.62,21047.97,22743.16,18099.72,20131.18,18376.97
gene-CDR20291_3218,24419.73,25027.63,24073.08,18926.85,22304.38,20705.39
gene-CDR20291_3219,4502.55,4876.81,5222.08,6836.62,7867.43,7097.17
gene-CDR20291_3220,1878.04,1853.43,2114.48,3503.68,3518.89,3383.41
gene-CDR20291_3221,4476.49,4973.21,4793.3,6686,7542.49,6922.11
gene-CDR20291_3222,2561.14,2792.11,3019.59,4010.76,4101.72,3811.39
gene-CDR20291_3223,2614.93,2956.87,3030.61,3186.26,3967.72,3694.8
gene-CDR20291_3224,1857.41,1865.29,2033.01,2745.25,2824.52,2711.45
gene-CDR20291_3225,1179.98,1110.94,1186.63,2065,2086.22,1886.81
gene-CDR20291_3226,9641.73,11317.82,11620.14,12653.78,15097.76,13806.6
gene-CDR20291_3227,1921.12,1986.04,2150.32,2440.61,2301.72,2341.85
gene-CDR20291_3228,18205.41,18854.98,20761.14,15571.85,18185.22,16485.5
gene-CDR20291_3229,18297.18,18303.34,20846.99,14842.02,16505.21,15331.41
gene-CDR20291_3230,7579.69,7455.63,7952.96,9437.25,12023.41,10869.08
gene-CDR20291_3231,4954.98,5451.15,5394.06,5929.55,7717.72,6924.24
gene-CDR20291_3232,11512.5,13108.6,12286.27,9077.54,11327.43,9823.37
gene-CDR20291_3233,24014.08,23885.34,22528.33,13506.82,16846.97,15458.68
gene-CDR20291_3234,23600.48,25447.43,21412.47,10479.42,13268.52,12459.2
gene-CDR20291_3235,314.86,327.57,373.31,1459.49,1849.2,1754.07
gene-CDR20291_3236,428.72,456.14,492.57,2251.26,2807.34,2708.29
gene-CDR20291_3237,473.75,472.15,493.21,1961.65,2636.75,2493.86
gene-CDR20291_3238,867.75,902.12,953.14,3444.47,4783.68,4263.45
gene-CDR20291_3239,804.88,837.39,862.97,3636.48,4644.84,4141.85
gene-CDR20291_3240,85.89,83.62,104.57,123.93,133.08,108.5
gene-CDR20291_3241,11339.3,11439.72,14586.45,11517.07,15895.85,13446.52
gene-CDR20291_3242,4111.2,4134.69,5381.54,4257.7,5520.41,4666.26
gene-CDR20291_3243,4303.19,4632.25,5470.12,4352.81,5373.75,4724.76
gene-CDR20291_3244,5817.5,5906.08,7513.81,4961.75,5884.42,5074.19
gene-CDR20291_3245,2144.78,2217.44,2683.29,1882.36,2289.52,1945.61
gene-CDR20291_3246,846.97,889.06,1115.7,894.08,896.18,819.52
gene-CDR20291_3247,2137.87,2352.51,2755.94,1755.58,1927.93,1831.92
gene-CDR20291_3248,2082.88,2263.95,2567.36,1942.9,2199.11,1948.29
gene-CDR20291_3249,767.66,915.17,1034.83,737.44,962.84,820.67
gene-CDR20291_3250,661.51,830.05,964.36,534.25,667.85,624.43
gene-CDR20291_3251,1273.81,1504.36,1750.05,1156.48,1283.74,1201.43
gene-CDR20291_3252,1258.93,1321.22,1514.43,898.63,1062.1,984.29
gene-CDR20291_3253,421.3,480.7,582.78,375.22,407.94,380.8
gene-CDR20291_3254,434.7,556.3,635.96,386.94,463.26,395.49
gene-CDR20291_3255,832.03,1030.27,1187.4,881.59,1112.26,988.57
gene-CDR20291_3256,1907.39,2090.17,2526.7,1601.21,2168.88,2013.52
gene-CDR20291_3257,2480.81,2528.65,2963.59,1635.21,1895.43,1776.57
gene-CDR20291_3258,1312.01,1352.07,1470.07,665.24,985.26,767.58
gene-CDR20291_3259,337.71,391.79,489.94,510.29,576.14,551.77
gene-CDR20291_3260,181.4,195.53,279.31,341.2,369.54,394.72
gene-CDR20291_3261,1100.27,1171.92,1249.9,2236.64,2389.62,2299.4
gene-CDR20291_3262,575.08,722.04,787.71,1036.63,1347.71,1158.44
gene-CDR20291_3263,318.53,353.03,349.93,826.92,1054.68,1028.64
gene-CDR20291_3264,156.22,159.36,138.59,553.1,664.99,604.55
gene-CDR20291_3265,167.59,151.14,170.24,656.68,737.45,713.37
gene-CDR20291_3266,35.72,25.07,28.98,132.48,168.57,153.61
gene-CDR20291_3267,12.58,15.32,17.25,71.9,64.81,61.97
gene-CDR20291_3268,54.87,60.1,78.1,255.6,268.85,257.78
gene-CDR20291_3269,97.59,99.55,78.66,186.2,319.63,282.7
gene-CDR20291_3270,143.79,134.61,133.25,554.87,593.38,561.79
gene-CDR20291_3271,80.35,83.32,80.19,250.39,262.83,243.7
gene-CDR20291_3272,473.87,552.33,587.68,1078.68,1386.42,1247.73
gene-CDR20291_3273,234.63,243.46,222.76,788.2,1025.66,910.78
gene-CDR20291_3274,643.06,589.38,668.5,2277.57,2336.29,2035.3
gene-CDR20291_3275,1190.21,1215.95,1196.4,3013.82,3619.96,3205.11
gene-CDR20291_3276,47.44,44.65,53.36,74.15,147.1,113.61
gene-CDR20291_3277,49.15,51.05,58.54,27.48,38.92,40.04
gene-CDR20291_3278,4155.79,4131.86,5319.96,4070.84,6571.45,5701.28
gene-CDR20291_3279,246.62,228.69,267.84,126.79,171.22,130.82
gene-CDR20291_3280,231.76,252.4,251.93,186.31,272.77,245.96
gene-CDR20291_3281,439.51,466.91,526.28,1322.69,1504.42,1290.73
gene-CDR20291_3282,34.56,45.36,46.45,172.39,177.05,160.11
gene-CDR20291_3283,46.65,22.09,40.96,120.06,128.62,147.42
gene-CDR20291_3284,46.01,48,56.67,115.17,192.66,164.31
gene-CDR20291_3285,1473.7,1585.07,1618.4,830.29,1299.71,1082.73
gene-CDR20291_3286,272.31,282.33,300.13,250.16,280.61,252.54
gene-CDR20291_3287,93,95.87,90.36,94.18,113.28,102.37
gene-CDR20291_3288,50.23,62.81,52.15,58.51,78.61,71.44
gene-CDR20291_3289,96.06,104.27,105.49,59.8,67.86,61.7
gene-CDR20291_3290,125.41,133.95,160.84,149.37,189.83,163.51
gene-CDR20291_3291,4233.7,4070.9,4205.68,3149.62,4099.96,3692.12
gene-CDR20291_3292,477.44,506.93,545.09,436.73,777.54,731.71
gene-CDR20291_3293,44.85,60.81,71.24,65.51,77.9,88.16
gene-CDR20291_3294,2153.32,2279.06,2905.02,5062.96,7135.96,6456.02
gene-CDR20291_3295,6859.35,6932.33,8267.01,6293.17,7807.23,7089.98
gene-CDR20291_3296,5101.58,5435,5741.64,5155.14,5924.72,5397.91
gene-CDR20291_3297,1215.97,1178.37,1307.05,1706.9,1874.21,1746.13
gene-CDR20291_3298,950.36,920.31,1094.87,1410.78,1671.95,1398.55
gene-CDR20291_3299,3522.14,3688.62,4292.49,7131.38,9051.21,8079.08
gene-CDR20291_3300,1136.14,1152.49,1308.15,1768.37,2203.68,2031.96
gene-CDR20291_3301,691.5,732.38,789.59,883.4,1289.37,1147.12
gene-CDR20291_3302,574.72,582.42,637.19,453.41,632.84,463.23
gene-CDR20291_3303,2438.81,2231.1,2891.54,3427.69,3821.98,3180.6
gene-CDR20291_3304,57325.17,58802.67,64425.52,71415.84,89747.81,76847.06
gene-CDR20291_3305,25924.19,26946.8,28954.17,29993.36,36997.23,32508.99
gene-CDR20291_3306,39495.7,40096.01,42196.11,46914.72,57642.24,51262.43
gene-CDR20291_3307,5399.77,5675.34,5830.9,8096.88,8594.91,7523.23
gene-CDR20291_3308,8887.57,10108.56,10412.8,13104.69,15596.03,13676.59
gene-CDR20291_3309,5889.24,6149,5958.86,9259.05,9750.89,8462.7
gene-CDR20291_3310,15994.78,17393.82,17427.3,19156.44,23387.17,20843.17
gene-CDR20291_3311,4653.27,4724.31,4850.11,5821.56,6626.92,6004.05
gene-CDR20291_3312,1274.28,1533.57,1537.32,1414.63,1551.73,1487.99
gene-CDR20291_3313,2785.65,3127.26,3439.63,3136.02,3106.4,2819.57
gene-CDR20291_3314,460.5,515.56,482.5,898.88,994.98,898.59
gene-CDR20291_3315,6440.45,6663.67,7381.2,7032.89,8503.82,7567.68
gene-CDR20291_3316,1648.09,1513.86,1820.22,1984.5,2257.59,1953.86
gene-CDR20291_3317,1778.39,1928.11,2094.28,2357.9,2714.75,2408.19
gene-CDR20291_3318,3392.14,3430.13,3735.36,4070.47,4489.19,4029.4
gene-CDR20291_3319,1590.52,1468.2,1566.54,1162.52,1234.1,1119.32
gene-CDR20291_3320,9043.96,9772.93,10417.52,9754.09,11630.78,10389.82
gene-CDR20291_3321,2061.87,2346.45,2542.63,3457.85,4352.82,4153.04
gene-CDR20291_3322,1832.37,2024.04,2180.91,3605.56,4561.77,4206.36
gene-CDR20291_3323,21307.28,22649.39,24216.97,20952.46,22175.76,19644.24
gene-CDR20291_3324,27932.45,28832.76,30107.45,25294.68,28601.43,25260.1
gene-CDR20291_3325,2473.24,2497.51,2434.59,2679.64,3671.46,3566.02
gene-CDR20291_3326,269.17,298.09,367.26,633.65,788.04,742.41
gene-CDR20291_3327,163.7,181.96,203.94,227.24,239.01,214.82
gene-CDR20291_3328,784.1,776.75,852.54,543.38,737.62,608.24
gene-CDR20291_3329,845.62,873.86,886.94,554.09,769.99,660.23
gene-CDR20291_3330,856.5,948.35,886.08,626.44,855.36,718.62
gene-CDR20291_3331,1438.96,1385.14,1465.68,1304.27,1407.12,1175.72
gene-CDR20291_3332,955.29,965.03,932.91,794.03,929.11,819.93
gene-CDR20291_3333,13764.4,15062.94,12792.87,15447.55,17529.49,15226.75
gene-CDR20291_3334,13027.17,14079.47,14003.15,11672.17,12764.18,11525.92
gene-CDR20291_3335,5307.27,6154.08,5937.73,4767.11,5866.3,5358.5
gene-CDR20291_3336,82.52,96.4,73.75,138.07,190.53,170.72
gene-CDR20291_3337,9190.7,9865.2,11231.51,9907.62,11889.1,10834.89
gene-CDR20291_3338,3205.88,3256.38,4143.62,3842.45,4237.1,4027.86
gene-CDR20291_3339,500.41,518.34,642.31,473.68,557.9,452.04
gene-CDR20291_3340,47.23,34.14,57.22,51.89,66.6,58.47
gene-CDR20291_3341,2534.98,2600.79,3067.08,3003.07,3738.49,3453.92
gene-CDR20291_3342,4801.36,5314.37,6121.21,6265.8,7224.08,6292.09
gene-CDR20291_3343,4060.21,4428.41,5645.67,4626.26,5803.11,5383.93
gene-CDR20291_3344,971.01,1013.36,1310.69,1042.76,1170.57,1095.33
gene-CDR20291_3345,1121.41,1217.13,1535.64,1135.16,1360.54,1350.25
gene-CDR20291_3346,1276.38,1466.42,1833.3,1319.28,1653.27,1563.98
gene-CDR20291_3347,2561.75,3067.79,3485.66,2961.81,3709.79,3519.92
gene-CDR20291_3348,2894.02,3082.64,3310.64,3101.12,3299.84,3149.79
gene-CDR20291_3349,9125.71,9093.7,9271.9,5697.69,5885.54,5469.09
gene-CDR20291_3350,35377.29,33217.93,37035.09,21387.05,27402.52,24707.55
gene-CDR20291_3351,7969.47,8411.72,11070.18,15271.75,18872.74,15910.93
gene-CDR20291_3352,4951.02,5232.11,6272.42,7242.61,8968.67,7760.91
gene-CDR20291_3353,810.17,661.33,818.19,1720.8,2004.51,1849.9
gene-CDR20291_3354,1490.09,1536.66,1719.66,2356.27,2844.55,2471.12
gene-CDR20291_3355,13935.58,15189.39,15616.61,10845.96,13688.83,11885.58
